timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-18T10:13:34,codecarbon,0f63cd16-4811-4111-8543-dc076ef2bc40,4b052244-5387-433f-9412-25d2ecabba18,81.39716946899989,0.0004142771614827664,5.089576998627008e-06,27.0,99.96857863779809,2.801633834838867,0.0006104184665099995,0.0017064635873919598,6.33372019599554e-05,0.0023802192558619152,Spain,ESP,andalusia,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.36,3.12.3,2.8.3,16,AMD Ryzen 7 4800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,-4.7739,37.8943,7.4710235595703125,machine,N,1.0
